,Company.CIK,Target.Company,Switch.Date,Event__,Filer.CIK,Date.of.13g,Switcher,INDEX_URL,EDGAR_LINK__,SIC,state_of_INC
68331,31660,ECC INTERNATIONAL CORP ,3/19/1998,295,937394,8/9/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/31660/0000950124-96-003422-index.htm,https://www.sec.gov/Archives/edgar/data/31660/0000950124-96-003422.txt,3690,DE
68461,799167,MARTEN TRANSPORT LTD ,3/19/1998,295,937394,8/9/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/799167/0000950124-96-003429-index.htm,https://www.sec.gov/Archives/edgar/data/799167/0000950124-96-003429.txt,4213,DE
68501,818968,HARDING ASSOCIATES INC ,3/19/1998,295,937394,8/9/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/818968/0000950124-96-003423-index.htm,https://www.sec.gov/Archives/edgar/data/818968/0000950124-96-003423.txt,4955,DE
71681,52532,MERCURY AIR GROUP INC ,3/19/1998,295,937394,11/12/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/52532/0000950124-96-004872-index.htm,https://www.sec.gov/Archives/edgar/data/52532/0000950124-96-004872.txt,5172,NY
71751,815274,WINSTON RESOURCES INC ,3/19/1998,295,937394,11/12/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/815274/0000950124-96-004876-index.htm,https://www.sec.gov/Archives/edgar/data/815274/0000950124-96-004876.txt,7363,DE
71761,859944,DAKOTAH INC ,3/19/1998,295,937394,11/12/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/859944/0000950124-96-004866-index.htm,https://www.sec.gov/Archives/edgar/data/859944/0000950124-96-004866.txt,2390,SD
71771,878748,POLYMEDICA INDUSTRIES INC ,3/19/1998,295,937394,11/12/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/878748/0000950124-96-004873-index.htm,https://www.sec.gov/Archives/edgar/data/878748/0000950124-96-004873.txt,2834,MA
71801,933034,STRATTEC SECURITY CORP ,3/19/1998,295,937394,11/12/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/933034/0000950124-96-004875-index.htm,https://www.sec.gov/Archives/edgar/data/933034/0000950124-96-004875.txt,3714,WI
72721,74691,MOORE MEDICAL CORP ,3/19/1998,295,937394,12/10/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/74691/0000950124-96-005374-index.htm,https://www.sec.gov/Archives/edgar/data/74691/0000950124-96-005374.txt,5122,DE
72821,883842,M WAVE INC ,3/19/1998,295,937394,12/10/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/883842/0000950124-96-005375-index.htm,https://www.sec.gov/Archives/edgar/data/883842/0000950124-96-005375.txt,3679,DE
72871,98410,TIPPERARY CORP ,3/19/1998,295,937394,12/10/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/937394/0000950124-96-005376-index.htm,https://www.sec.gov/Archives/edgar/data/937394/0000950124-96-005376.txt,1311,TX
74111,4164,ALPINE GROUP INC DE ,3/19/1998,295,937394,1/10/1997,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/4164/0000950137-97-000070-index.htm,https://www.sec.gov/Archives/edgar/data/4164/0000950137-97-000070.txt,3357,DE
74381,739790,MORGAN PRODUCTS LTD ,3/19/1998,295,937394,1/10/1997,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/739790/0000950137-97-000077-index.htm,https://www.sec.gov/Archives/edgar/data/739790/0000950137-97-000077.txt,5031,DE
74391,745113,HOWELL CORP DE ,3/19/1998,295,937394,1/10/1997,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/745113/0000950137-97-000076-index.htm,https://www.sec.gov/Archives/edgar/data/745113/0000950137-97-000076.txt,5172,DE
74401,787520,ESKIMO PIE CORP ,3/19/1998,295,937394,1/10/1997,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/787520/0000950137-97-000075-index.htm,https://www.sec.gov/Archives/edgar/data/787520/0000950137-97-000075.txt,2024,DE
74411,799208,AMERICAN BUILDINGS CO DE ,3/19/1998,295,937394,1/10/1997,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/799208/0000950137-97-000071-index.htm,https://www.sec.gov/Archives/edgar/data/799208/0000950137-97-000071.txt,3448,DE
74491,874710,ALLIED HEALTHCARE PRODUCTS INC ,3/19/1998,295,937394,1/10/1997,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/874710/0000950137-97-000069-index.htm,https://www.sec.gov/Archives/edgar/data/874710/0000950137-97-000069.txt,3842,DE
74531,882160,CHILDRENS BROADCASTING CORP ,3/19/1998,295,937394,1/10/1997,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/882160/0000950137-97-000074-index.htm,https://www.sec.gov/Archives/edgar/data/882160/0000950137-97-000074.txt,4832,MN
74601,899381,AUTONOMOUS TECHNOLOGIES CORP ,3/19/1998,295,937394,1/10/1997,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/899381/0000950137-97-000072-index.htm,https://www.sec.gov/Archives/edgar/data/899381/0000950137-97-000072.txt,3845,FL
74611,909725,BUCKHEAD AMERICA CORP ,3/19/1998,295,937394,1/10/1997,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/909725/0000950137-97-000073-index.htm,https://www.sec.gov/Archives/edgar/data/909725/0000950137-97-000073.txt,7011,DE
88511,27116,DATRON SYSTEMS INC DE ,3/19/1998,295,937394,2/10/1997,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/27116/0000950124-97-000546-index.htm,https://www.sec.gov/Archives/edgar/data/27116/0000950124-97-000546.txt,3663,DE
91271,895642,BOCA RESEARCH INC ,3/19/1998,295,937394,2/10/1997,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/895642/0000950124-97-000541-index.htm,https://www.sec.gov/Archives/edgar/data/895642/0000950124-97-000541.txt,3661,FL
823,731625,HOSPITAL__STAFFING__SERVICES__INC,3/19/1998,295,937394,NA,HEARTLAND ADVISORS INC,NA,NA,0,0
38102,102379,URS CORP NEW ,5/18/1998,278,937394,8/15/1995,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/102379/0000950124-95-002584-index.htm,https://www.sec.gov/Archives/edgar/data/102379/0000950124-95-002584.txt,8711,DE
38122,780118,AMWEST INSURANCE GROUP INC ,5/18/1998,278,937394,8/15/1995,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/780118/0000950124-95-002581-index.htm,https://www.sec.gov/Archives/edgar/data/780118/0000950124-95-002581.txt,6351,DE
38132,782379,VECTRA TECHNOLOGIES INC ,5/18/1998,278,937394,8/15/1995,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/782379/0000950124-95-002586-index.htm,https://www.sec.gov/Archives/edgar/data/782379/0000950124-95-002586.txt,4955,WA
38142,930184,ICN PHARMACEUTICALS INC ,5/18/1998,278,937394,8/15/1995,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/930184/0000950124-95-002583-index.htm,https://www.sec.gov/Archives/edgar/data/930184/0000950124-95-002583.txt,2834,DE
38472,700914,PROFESSIONAL BANCORP INC ,5/18/1998,278,937394,9/11/1995,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/700914/0000950124-95-002899-index.htm,https://www.sec.gov/Archives/edgar/data/700914/0000950124-95-002899.txt,6022,PA
38492,773136,RAMSAY HEALTH CARE INC ,5/18/1998,278,937394,9/11/1995,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/773136/0000950124-95-002896-index.htm,https://www.sec.gov/Archives/edgar/data/773136/0000950124-95-002896.txt,8060,DE
38502,819694,PEOPLES TELEPHONE COMPANY INC ,5/18/1998,278,937394,9/11/1995,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/819694/0000950124-95-002894-index.htm,https://www.sec.gov/Archives/edgar/data/819694/0000950124-95-002894.txt,4899,NY
39302,703701,WESTBRIDGE CAPITAL CORP ,5/18/1998,278,937394,11/13/1995,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/703701/0000950124-95-003699-index.htm,https://www.sec.gov/Archives/edgar/data/703701/0000950124-95-003699.txt,6321,DE
39802,276104,UNC INC ,5/18/1998,278,937394,12/11/1995,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/276104/0000950124-95-004082-index.htm,https://www.sec.gov/Archives/edgar/data/276104/0000950124-95-004082.txt,3724,DE
39942,852485,SERV TECH INC TX ,5/18/1998,278,937394,12/11/1995,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/852485/0000950124-95-004083-index.htm,https://www.sec.gov/Archives/edgar/data/852485/0000950124-95-004083.txt,7600,TX
40772,799231,CARETENDERS HEALTH CORP ,5/18/1998,278,937394,1/10/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/799231/0000950124-96-000173-index.htm,https://www.sec.gov/Archives/edgar/data/799231/0000950124-96-000173.txt,8082,DE
48812,350557,OXBORO MEDICAL INTERNATIONAL INC ,5/18/1998,278,937394,2/12/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/350557/0000950124-96-000585-index.htm,https://www.sec.gov/Archives/edgar/data/350557/0000950124-96-000585.txt,3841,MN
48922,40956,GREINER ENGINEERING INC ,5/18/1998,278,937394,2/12/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/40956/0000950124-96-000586-index.htm,https://www.sec.gov/Archives/edgar/data/40956/0000950124-96-000586.txt,8711,NV
50622,768158,NORTH STAR UNIVERSAL INC ,5/18/1998,278,937394,2/12/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/768158/0000950124-96-000588-index.htm,https://www.sec.gov/Archives/edgar/data/768158/0000950124-96-000588.txt,5045,MN
50953,813298,DESIGNS INC ,5/18/1998,278,937394,2/12/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/813298/0000950124-96-000584-index.htm,https://www.sec.gov/Archives/edgar/data/813298/0000950124-96-000584.txt,5651,DE
60612,82414,WHITE DAVID INC ,5/18/1998,278,937394,2/14/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/82414/0000950124-96-000731-index.htm,https://www.sec.gov/Archives/edgar/data/82414/0000950124-96-000731.txt,3829,WI
64612,719798,CROWN BOOKS CORP ,5/18/1998,278,937394,4/10/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/719798/0000950124-96-001542-index.htm,https://www.sec.gov/Archives/edgar/data/719798/0000950124-96-001542.txt,5940,DE
66262,34067,DYNAMIC MATERIALS CORP ,5/18/1998,278,937394,6/10/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/34067/0000950124-96-002597-index.htm,https://www.sec.gov/Archives/edgar/data/34067/0000950124-96-002597.txt,3390,CO
66332,832485,MEDNET MPC CORP ,5/18/1998,278,937394,6/10/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/832485/0000950124-96-002603-index.htm,https://www.sec.gov/Archives/edgar/data/832485/0000950124-96-002603.txt,6411,NV
66412,916530,EQUITY INNS INC ,5/18/1998,278,937394,6/10/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/916530/0000950124-96-002599-index.htm,https://www.sec.gov/Archives/edgar/data/916530/0000950124-96-002599.txt,6798,TN
67232,355269,GNI GROUP INC DE ,5/18/1998,278,937394,7/10/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/355269/0000950124-96-003065-index.htm,https://www.sec.gov/Archives/edgar/data/355269/0000950124-96-003065.txt,2810,DE
67403,916835,ARDEN INDUSTRIAL PRODUCTS INC ,5/18/1998,278,937394,7/10/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/916835/0000950124-96-003064-index.htm,https://www.sec.gov/Archives/edgar/data/916835/0000950124-96-003064.txt,5072,MN
67412,92827,SPEIZMAN INDUSTRIES INC ,5/18/1998,278,937394,7/10/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/92827/0000950124-96-003068-index.htm,https://www.sec.gov/Archives/edgar/data/92827/0000950124-96-003068.txt,3550,DE
68332,31660,ECC INTERNATIONAL CORP ,5/18/1998,278,937394,8/9/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/31660/0000950124-96-003422-index.htm,https://www.sec.gov/Archives/edgar/data/31660/0000950124-96-003422.txt,3690,DE
68462,799167,MARTEN TRANSPORT LTD ,5/18/1998,278,937394,8/9/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/799167/0000950124-96-003429-index.htm,https://www.sec.gov/Archives/edgar/data/799167/0000950124-96-003429.txt,4213,DE
68502,818968,HARDING ASSOCIATES INC ,5/18/1998,278,937394,8/9/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/818968/0000950124-96-003423-index.htm,https://www.sec.gov/Archives/edgar/data/818968/0000950124-96-003423.txt,4955,DE
71682,52532,MERCURY AIR GROUP INC ,5/18/1998,278,937394,11/12/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/52532/0000950124-96-004872-index.htm,https://www.sec.gov/Archives/edgar/data/52532/0000950124-96-004872.txt,5172,NY
71752,815274,WINSTON RESOURCES INC ,5/18/1998,278,937394,11/12/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/815274/0000950124-96-004876-index.htm,https://www.sec.gov/Archives/edgar/data/815274/0000950124-96-004876.txt,7363,DE
71762,859944,DAKOTAH INC ,5/18/1998,278,937394,11/12/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/859944/0000950124-96-004866-index.htm,https://www.sec.gov/Archives/edgar/data/859944/0000950124-96-004866.txt,2390,SD
71772,878748,POLYMEDICA INDUSTRIES INC ,5/18/1998,278,937394,11/12/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/878748/0000950124-96-004873-index.htm,https://www.sec.gov/Archives/edgar/data/878748/0000950124-96-004873.txt,2834,MA
71802,933034,STRATTEC SECURITY CORP ,5/18/1998,278,937394,11/12/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/933034/0000950124-96-004875-index.htm,https://www.sec.gov/Archives/edgar/data/933034/0000950124-96-004875.txt,3714,WI
72722,74691,MOORE MEDICAL CORP ,5/18/1998,278,937394,12/10/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/74691/0000950124-96-005374-index.htm,https://www.sec.gov/Archives/edgar/data/74691/0000950124-96-005374.txt,5122,DE
72822,883842,M WAVE INC ,5/18/1998,278,937394,12/10/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/883842/0000950124-96-005375-index.htm,https://www.sec.gov/Archives/edgar/data/883842/0000950124-96-005375.txt,3679,DE
72872,98410,TIPPERARY CORP ,5/18/1998,278,937394,12/10/1996,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/937394/0000950124-96-005376-index.htm,https://www.sec.gov/Archives/edgar/data/937394/0000950124-96-005376.txt,1311,TX
74112,4164,ALPINE GROUP INC DE ,5/18/1998,278,937394,1/10/1997,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/4164/0000950137-97-000070-index.htm,https://www.sec.gov/Archives/edgar/data/4164/0000950137-97-000070.txt,3357,DE
74382,739790,MORGAN PRODUCTS LTD ,5/18/1998,278,937394,1/10/1997,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/739790/0000950137-97-000077-index.htm,https://www.sec.gov/Archives/edgar/data/739790/0000950137-97-000077.txt,5031,DE
74392,745113,HOWELL CORP DE ,5/18/1998,278,937394,1/10/1997,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/745113/0000950137-97-000076-index.htm,https://www.sec.gov/Archives/edgar/data/745113/0000950137-97-000076.txt,5172,DE
74402,787520,ESKIMO PIE CORP ,5/18/1998,278,937394,1/10/1997,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/787520/0000950137-97-000075-index.htm,https://www.sec.gov/Archives/edgar/data/787520/0000950137-97-000075.txt,2024,DE
74412,799208,AMERICAN BUILDINGS CO DE ,5/18/1998,278,937394,1/10/1997,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/799208/0000950137-97-000071-index.htm,https://www.sec.gov/Archives/edgar/data/799208/0000950137-97-000071.txt,3448,DE
74492,874710,ALLIED HEALTHCARE PRODUCTS INC ,5/18/1998,278,937394,1/10/1997,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/874710/0000950137-97-000069-index.htm,https://www.sec.gov/Archives/edgar/data/874710/0000950137-97-000069.txt,3842,DE
74532,882160,CHILDRENS BROADCASTING CORP ,5/18/1998,278,937394,1/10/1997,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/882160/0000950137-97-000074-index.htm,https://www.sec.gov/Archives/edgar/data/882160/0000950137-97-000074.txt,4832,MN
74602,899381,AUTONOMOUS TECHNOLOGIES CORP ,5/18/1998,278,937394,1/10/1997,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/899381/0000950137-97-000072-index.htm,https://www.sec.gov/Archives/edgar/data/899381/0000950137-97-000072.txt,3845,FL
74612,909725,BUCKHEAD AMERICA CORP ,5/18/1998,278,937394,1/10/1997,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/909725/0000950137-97-000073-index.htm,https://www.sec.gov/Archives/edgar/data/909725/0000950137-97-000073.txt,7011,DE
88512,27116,DATRON SYSTEMS INC DE ,5/18/1998,278,937394,2/10/1997,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/27116/0000950124-97-000546-index.htm,https://www.sec.gov/Archives/edgar/data/27116/0000950124-97-000546.txt,3663,DE
91272,895642,BOCA RESEARCH INC ,5/18/1998,278,937394,2/10/1997,HEARTLAND ADVISORS INC ,https://www.sec.gov/Archives/edgar/data/895642/0000950124-97-000541-index.htm,https://www.sec.gov/Archives/edgar/data/895642/0000950124-97-000541.txt,3661,FL
1057,722573,MAXICARE__HEALTH__PLANS__INC,5/18/1998,278,937394,NA,HEARTLAND ADVISORS INC,NA,NA,0,0
6167,54441,KANEB SERVICES INC ,4/3/1998,583,917325,2/15/1996,COWEN CO NY NEW ,https://www.sec.gov/Archives/edgar/data/54441/0000912057-96-002616-index.htm,https://www.sec.gov/Archives/edgar/data/54441/0000912057-96-002616.txt,8711,DE
6213,832812,KINDERCARE LEARNING CENTERS INC DE ,4/3/1998,583,917325,2/15/1996,COWEN CO NY NEW ,https://www.sec.gov/Archives/edgar/data/832812/0000912057-96-002615-index.htm,https://www.sec.gov/Archives/edgar/data/832812/0000912057-96-002615.txt,8200,DE
6215,843964,HEARTLAND PARTNERS L P ,4/3/1998,583,917325,2/15/1996,COWEN CO NY NEW ,https://www.sec.gov/Archives/edgar/data/843964/0000912057-96-002629-index.htm,https://www.sec.gov/Archives/edgar/data/843964/0000912057-96-002629.txt,6552,DE
7101,809246,TRANSPORT CORPORATION OF AMERICA INC ,4/3/1998,583,917325,11/6/1996,COWEN CO NY NEW ,https://www.sec.gov/Archives/edgar/data/809246/0000917325-96-000001-index.htm,https://www.sec.gov/Archives/edgar/data/809246/0000917325-96-000001.txt,4213,MN
10042,30067,DRAVO CORP ,4/3/1998,583,917325,2/12/1997,COWEN CO NY NEW ,https://www.sec.gov/Archives/edgar/data/30067/0000917325-97-000007-index.htm,https://www.sec.gov/Archives/edgar/data/30067/0000917325-97-000007.txt,1400,PA
10607,73756,OCEANEERING INTERNATIONAL INC ,4/3/1998,583,917325,2/12/1997,COWEN CO NY NEW ,https://www.sec.gov/Archives/edgar/data/73756/0000917325-97-000017-index.htm,https://www.sec.gov/Archives/edgar/data/73756/0000917325-97-000017.txt,1389,DE
10676,809246,TRANSPORT CORPORATION OF AMERICA INC ,4/3/1998,583,917325,2/12/1997,COWEN CO NY NEW ,https://www.sec.gov/Archives/edgar/data/809246/0000917325-97-000022-index.htm,https://www.sec.gov/Archives/edgar/data/809246/0000917325-97-000022.txt,4213,MN
10681,812191,REHABCARE GROUP INC ,4/3/1998,583,917325,2/12/1997,COWEN CO NY NEW ,https://www.sec.gov/Archives/edgar/data/812191/0000917325-97-000020-index.htm,https://www.sec.gov/Archives/edgar/data/812191/0000917325-97-000020.txt,8060,DE
10710,843964,HEARTLAND PARTNERS L P ,4/3/1998,583,917325,2/12/1997,COWEN CO NY NEW ,https://www.sec.gov/Archives/edgar/data/843964/0000917325-97-000012-index.htm,https://www.sec.gov/Archives/edgar/data/843964/0000917325-97-000012.txt,6552,DE
10754,873715,TELESIS INDUSTRIAL GROUP INC FI ,4/3/1998,583,917325,2/12/1997,COWEN CO NY NEW ,https://www.sec.gov/Archives/edgar/data/873715/0000917325-97-000003-index.htm,https://www.sec.gov/Archives/edgar/data/873715/0000917325-97-000003.txt,0,0
10798,900307,HEALTHDYNE TECHNOLOGIES INC ,4/3/1998,583,917325,2/12/1997,COWEN CO NY NEW ,https://www.sec.gov/Archives/edgar/data/900307/0000917325-97-000011-index.htm,https://www.sec.gov/Archives/edgar/data/900307/0000917325-97-000011.txt,3841,GA
841,856200,ICF__KAISER__INTERNATIONAL__INC,4/3/1998,583,917325,NA,COWEN & CO /NY NEW,NA,NA,0,0
12406,926331,ALLEGRO NEW MEDIA INC ,6/19/2000,659,1012084,2/14/1997,PALO ALTO INVESTORS ,https://www.sec.gov/Archives/edgar/data/1012084/0000935836-97-000019-index.htm,https://www.sec.gov/Archives/edgar/data/1012084/0000935836-97-000019.txt,7372,DE
1340,876645,PHARMCHEM__LABORATORIES__INC,6/19/2000,659,1012084,NA," PharmChem Laboratories, Inc.",NA,NA,0,0
6585,78890,PITTSTON CO ,8/2/1999,226,1011440,6/7/1996,TIGER MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1011440/0001011440-96-000013-index.htm,https://www.sec.gov/Archives/edgar/data/1011440/0001011440-96-000013.txt,7381,VA
6680,892872,MICRO WAREHOUSE INC ,8/2/1999,226,1011440,7/8/1996,TIGER MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1011440/0001011440-96-000018-index.htm,https://www.sec.gov/Archives/edgar/data/1011440/0001011440-96-000018.txt,5961,DE
